"","yHat.sdefault","yHat.sauc1","yHat.sauc2","yHat.sauc3","yActual"
"10335",0,1,1,0,0
"10339",0,0,0,0,0
"10340",0,0,0,0,0
"10343",0,0,0,0,0
"10344",0,0,0,0,0
"10347",0,0,0,0,0
"10348",0,0,0,0,0
"10350",0,0,0,0,0
"10352",0,0,1,0,0
"10354",0,0,0,0,0
"10360",0,0,0,0,0
"10369",1,1,1,1,0
"10370",0,0,0,0,0
"10375",0,0,0,0,0
"10376",1,1,1,1,0
"10377",0,0,0,0,0
"10378",0,0,0,0,0
"10379",0,0,0,0,0
"10380",0,0,0,0,0
"10382",0,0,0,0,0
"10383",0,0,0,0,0
"10385",0,0,0,0,0
"10388",0,0,0,0,0
"10392",0,0,0,0,0
"10398",0,0,0,0,0
"10400",0,0,0,0,0
"10404",0,0,0,0,0
"10406",0,0,0,0,0
"10409",1,1,1,1,0
"10410",0,0,0,0,0
"10411",1,1,1,1,0
"10412",0,0,0,0,0
"10413",0,0,0,0,0
"10414",0,0,0,0,0
"10416",0,0,0,0,0
"10421",0,0,0,0,0
"10422",0,0,0,0,0
"10424",0,0,0,0,0
"10425",0,0,0,0,0
"10427",0,0,0,0,0
"10430",0,0,0,0,0
"10431",0,0,0,0,0
"10432",0,0,0,0,0
"10434",0,0,0,0,0
"10435",0,0,0,0,0
"10436",0,0,0,0,0
"10438",0,0,0,0,0
"10439",0,0,0,0,0
"10442",0,0,0,0,0
"10443",0,1,1,1,0
"10445",0,0,0,0,0
"10447",0,0,0,0,0
"10448",0,0,0,0,0
"10450",0,0,0,0,0
"10456",0,0,0,0,0
"10460",0,0,0,0,0
"10461",0,0,0,0,0
"10462",0,0,0,0,0
"10463",0,0,0,0,0
"10464",0,0,0,0,0
"10465",0,0,0,0,0
"10471",0,0,0,0,0
"10474",0,0,0,0,0
"10483",0,0,0,0,0
"10484",0,0,0,0,0
"10486",0,0,0,0,0
"10487",0,0,0,0,0
"10489",0,0,0,0,0
"10490",0,0,0,0,0
"10496",0,0,0,0,0
"10499",0,0,0,0,0
"10501",0,0,0,0,0
"10505",0,0,0,0,0
"10506",0,0,0,0,0
"10508",0,1,1,1,0
"10510",0,0,0,0,0
"10511",0,0,0,0,0
"10518",1,1,1,1,0
"10519",0,0,0,0,0
"10521",1,1,1,1,0
"10523",0,0,0,0,0
"10524",0,0,0,0,0
"10528",1,1,1,1,0
"10529",1,1,1,1,0
"10530",0,0,0,0,0
"10531",0,0,0,0,0
"10536",0,0,0,0,0
"10537",0,0,0,0,0
"10538",0,0,0,0,0
"10539",0,0,0,0,0
"10541",0,0,0,0,0
"10542",1,1,1,1,0
"10543",0,0,0,0,0
"10544",0,0,0,0,0
"10546",1,1,1,1,0
"10547",0,0,0,0,0
"10550",0,0,0,0,0
"10552",0,0,0,0,0
"10555",0,0,0,0,0
"10556",1,0,0,0,0
"10557",0,0,0,0,0
"10562",0,0,0,0,0
"10569",0,0,0,0,0
"10570",0,0,0,0,0
"10571",0,0,0,0,0
"10572",1,0,0,0,0
"10573",0,0,0,0,0
"10574",0,0,0,0,0
"10575",0,0,0,0,0
"10577",0,0,0,0,0
"10579",0,0,1,0,0
"10580",0,0,1,1,0
"10581",0,0,0,0,0
"10582",0,0,0,0,0
"10585",0,0,0,0,0
"10586",0,0,0,0,0
"10587",0,0,0,0,0
"10589",0,0,0,0,0
"10590",0,0,0,0,0
"10591",0,0,0,0,0
"10592",0,0,0,0,0
"10597",0,0,0,0,0
"10598",0,0,0,0,0
"10601",0,0,0,0,0
"10602",0,0,0,0,0
"10603",0,0,0,0,0
"10604",0,0,0,0,0
"10605",0,0,0,0,0
"10606",0,0,0,0,0
"10611",1,1,1,1,0
"10614",0,0,0,0,0
"10616",0,0,0,0,0
"10617",0,0,0,0,0
"10620",0,0,0,0,0
"10621",0,0,0,0,0
"10622",1,1,1,1,0
"10627",0,0,0,0,0
"10628",0,0,0,0,0
"10629",0,0,0,0,0
"10630",0,0,0,0,0
"10631",0,0,0,0,0
"10635",0,0,0,0,0
"10637",0,0,0,0,0
"10638",0,0,0,0,0
"10640",1,1,1,1,0
"10641",0,0,0,0,0
"10642",0,0,0,0,0
"10644",1,1,1,1,0
"10645",0,0,0,0,0
"10646",1,1,1,1,0
"10648",0,0,0,0,0
"10650",1,1,1,1,0
"10652",0,0,0,0,0
"10655",0,0,0,0,0
"10658",0,0,0,0,0
"10659",0,0,0,0,0
"10663",0,0,0,0,0
"10667",0,0,0,0,0
"10669",1,1,1,1,0
"10671",0,0,0,0,0
"10672",0,0,0,0,0
"10673",0,0,0,0,0
"10677",0,0,0,0,0
"10679",0,0,0,0,0
"10681",0,0,0,0,0
"10684",0,0,0,0,0
"10690",0,0,0,0,0
"10691",0,0,0,0,0
"10694",0,0,0,0,0
"10696",0,0,0,0,0
"10697",1,1,1,1,0
"10698",0,0,0,0,0
"10702",0,0,0,0,0
"10704",0,0,0,0,0
"10705",0,0,0,0,0
"10706",0,0,0,0,0
"10707",0,0,0,0,0
"10708",0,0,0,0,0
"10714",0,0,0,0,0
"10715",0,0,0,0,0
"10717",0,0,0,0,0
"10718",1,0,0,0,0
"10719",0,0,0,0,0
"10721",0,0,0,0,0
"10722",0,0,0,0,0
"10725",0,0,0,0,0
"10726",1,1,1,1,0
"10728",1,1,1,1,0
"10729",0,0,0,0,0
"10730",0,0,0,0,0
"10731",1,0,1,1,0
"10733",0,0,0,0,0
"10734",0,1,0,0,0
"10736",0,0,0,0,0
"10737",0,0,0,0,0
"10738",1,1,1,1,0
"10739",0,0,0,0,0
"10740",0,0,0,0,0
"10741",1,1,1,1,0
"10743",0,0,0,0,0
"10744",0,0,0,0,0
"10745",1,1,1,1,0
"10749",0,0,0,0,0
"10750",0,0,0,0,0
"10751",0,0,0,0,0
"10752",0,0,0,0,0
"10753",0,0,0,0,0
"10754",0,0,0,0,0
"10756",1,1,1,1,0
"10757",0,0,0,0,0
"10760",0,0,0,0,0
"10762",0,0,0,0,0
"10763",0,0,0,0,0
"10765",0,0,0,0,0
"10768",0,0,0,0,0
"10769",1,1,1,1,0
"10771",0,0,0,0,0
"10773",0,0,0,0,0
"10775",0,0,0,0,0
"10779",0,0,0,0,0
"10780",0,0,0,0,0
"10781",0,0,0,0,0
"10786",0,0,0,0,0
"10788",0,0,0,0,0
"10793",0,0,0,0,0
"10794",0,1,1,1,0
"10796",0,0,1,1,0
"10798",1,1,1,1,0
"10805",0,0,0,0,0
"10807",1,1,1,1,0
"10808",0,1,1,1,0
"10811",0,0,0,0,0
"10813",0,0,0,0,0
"10817",0,0,0,0,0
"10820",0,0,0,0,0
"10821",0,0,0,0,0
"10822",0,0,0,0,0
"10823",0,0,1,0,0
"10824",0,0,0,0,0
"10825",0,0,0,0,0
"10826",0,0,0,0,0
"10828",0,0,0,0,0
"10830",1,1,1,1,0
"10834",1,1,1,1,0
"10835",0,0,0,0,0
"10836",0,0,0,0,0
"10838",0,0,0,0,0
"10839",0,0,0,0,0
"10841",0,0,0,0,0
"10845",1,1,1,1,0
"10846",1,1,1,1,0
"10849",0,0,0,0,0
"10852",0,0,0,0,0
"10854",0,0,0,0,0
"10855",1,1,1,1,0
"10856",0,0,0,0,0
"10857",1,1,1,1,0
"10860",0,0,0,0,0
"10862",1,1,1,1,0
"10863",1,0,0,0,0
"10864",0,0,0,0,0
"10867",0,0,0,0,0
"10869",0,0,0,0,0
"10870",0,0,0,0,0
"10872",1,1,1,1,0
"10873",0,0,0,0,0
"10875",0,0,0,0,0
"10880",0,0,0,0,0
"10882",0,0,0,0,0
"10884",0,0,0,0,0
"10885",0,0,0,0,0
"10886",0,0,0,0,0
"10887",0,0,0,0,0
"10888",0,0,0,0,0
"10890",0,0,0,0,0
"10891",0,0,0,0,0
"10892",0,0,0,0,0
"10893",0,0,0,0,0
"10894",0,0,0,0,0
"10901",0,0,0,0,0
"10904",0,0,0,0,0
"10907",1,1,1,1,0
"10909",0,0,0,0,0
"10910",0,0,0,0,0
"10911",0,0,0,0,0
"10913",0,0,0,0,0
"10915",0,0,0,0,0
"10920",0,0,0,0,0
"10923",1,0,0,0,0
"10924",0,0,0,0,0
"10933",0,0,0,0,0
"10936",0,0,0,0,0
"10937",0,0,0,0,0
"10939",0,0,0,0,0
"10941",0,0,0,0,0
"10942",0,0,0,0,0
"10943",0,0,0,0,0
"10944",0,0,0,0,0
"10947",0,0,0,0,0
"10948",0,0,0,0,0
"10950",1,1,1,1,0
"10953",0,0,0,0,0
"10957",0,0,0,0,0
"10958",0,0,0,0,0
"10959",0,0,0,0,0
"10962",0,0,0,0,0
"10964",0,0,0,1,0
"10965",1,1,1,1,0
"10966",0,0,0,0,0
"10967",0,0,0,0,0
"10969",0,0,0,0,0
"10970",1,0,0,0,0
"10971",0,1,1,1,0
"10975",0,0,0,0,0
"10979",0,0,0,0,0
"10980",0,0,0,0,0
"10981",0,0,0,0,0
"10983",1,1,1,1,0
"10985",1,1,1,1,0
"10986",0,1,1,0,0
"10988",0,0,0,0,0
"10991",0,0,0,0,0
"10995",0,0,0,0,0
"10997",0,0,0,0,0
"10999",0,0,0,0,0
"11000",0,0,0,0,0
"11003",0,0,0,0,0
"11005",0,0,0,0,0
"11009",0,0,0,0,0
"11010",0,0,0,0,0
"11012",0,0,0,0,0
"11013",0,0,0,0,0
"11016",0,0,0,0,0
"11017",0,0,0,0,0
"11018",0,0,0,0,0
"11019",0,0,0,0,0
"11021",1,0,0,0,0
"11025",0,0,0,0,0
"11027",0,0,0,0,0
"11028",0,0,0,0,0
"11029",0,0,0,0,0
"11032",0,0,0,0,0
"11033",0,0,0,0,0
"11034",0,0,0,0,0
"11037",0,0,0,0,0
"11038",0,0,0,0,0
"11040",1,1,1,1,0
"11043",0,0,0,0,0
"11044",0,0,0,0,0
"11045",1,0,0,0,0
"11046",0,0,0,0,0
"11047",1,1,1,1,0
"11048",0,0,0,0,0
"11049",0,0,0,0,0
"11052",1,1,1,1,0
"11054",0,0,0,0,0
"11059",1,1,1,1,0
"11066",0,0,0,0,0
"11073",0,0,0,0,0
"11076",0,0,0,0,0
"11077",0,0,0,0,0
"11078",0,0,0,0,0
"11080",0,0,0,0,0
"11081",0,0,0,0,0
"11082",0,0,0,0,0
"11084",0,0,0,0,0
"11085",1,1,1,1,0
"11086",0,0,0,0,0
"11088",1,0,0,0,0
"11089",0,0,0,0,0
"11090",0,0,0,0,0
"11091",1,1,1,1,0
"11092",0,0,0,0,0
"11093",1,1,1,1,0
"11095",0,0,0,0,0
"11096",0,0,0,0,0
"11101",0,0,0,0,0
"11105",0,0,0,0,0
"11107",0,0,0,0,0
"11108",0,0,0,0,0
"11109",1,1,1,1,0
"11110",0,0,0,0,0
"11111",0,0,0,0,0
"11112",0,0,0,0,0
"11113",0,0,0,0,0
"11115",0,0,0,0,0
"11117",1,1,1,1,0
"11119",0,0,0,0,0
"11121",0,0,0,0,0
"11123",0,0,0,0,0
"11124",0,0,0,0,0
"11125",1,1,1,1,0
"11126",0,0,0,0,0
"11127",0,0,0,1,0
"11128",0,0,0,0,0
"11130",0,0,0,0,0
"11131",0,0,0,0,0
"11133",0,0,0,0,0
"11137",0,0,0,0,0
"11139",0,0,0,0,0
"11140",0,0,0,0,0
"11141",1,1,1,1,0
"11142",0,0,0,0,0
"11145",0,0,0,0,0
"11146",0,0,0,0,0
"11151",0,0,0,0,0
"11152",0,0,0,0,0
"11154",0,0,0,0,0
"11155",0,0,0,0,0
"11156",1,1,1,1,0
"11157",0,0,0,0,0
"11159",0,0,0,0,0
"11160",0,0,0,0,0
"11164",0,0,0,0,0
"11165",0,0,0,0,0
"11166",1,1,1,1,0
"11167",0,0,0,0,0
"11168",0,0,0,0,0
"11169",0,0,0,0,0
"11170",1,1,1,1,0
"11172",0,0,0,0,0
"11173",0,1,1,1,0
"11177",0,0,0,0,0
"11179",0,0,0,0,0
"11180",0,0,0,0,0
"11181",0,0,0,0,0
"11184",0,0,0,0,0
"11185",0,0,0,0,0
"11186",0,0,0,0,0
"11187",0,0,0,0,0
"11188",0,0,0,0,0
"11191",0,0,0,0,0
"11193",0,0,0,0,0
"11194",0,0,0,0,0
"11195",1,1,1,1,0
"11197",0,0,0,0,0
"11198",0,0,0,0,0
"11200",0,0,0,0,0
"11201",0,0,0,0,0
"11202",0,0,0,0,0
"11203",0,0,0,0,0
"11204",0,0,0,0,0
"11206",1,1,1,1,0
"11209",0,0,0,0,0
"11210",0,0,0,0,0
"11211",0,0,0,0,0
"11216",1,1,1,1,0
"11217",0,0,0,0,0
"11219",0,0,0,0,0
"11220",0,0,0,0,0
"11221",0,0,0,0,0
"11224",0,0,0,0,0
"11225",0,0,0,0,0
"11226",0,0,0,0,0
"11227",0,0,0,0,0
"11228",0,0,0,0,0
"11230",0,0,0,0,0
"11233",1,1,0,1,0
"11234",1,1,1,1,0
"11235",0,0,0,0,0
"11236",0,0,0,0,0
"11237",0,0,0,0,0
"11239",0,0,0,0,0
"11241",0,0,0,0,0
"11242",0,0,0,0,0
"11245",0,0,0,0,0
"11246",0,0,0,0,0
"11247",0,0,0,0,0
"11248",0,0,0,0,0
"11249",0,0,0,0,0
"11253",0,0,0,0,0
"11257",0,0,0,0,0
"11258",0,0,0,0,0
"11261",0,0,0,0,0
"11268",0,0,0,0,0
"11270",0,0,0,0,0
"11271",0,0,0,0,0
"11272",0,0,0,0,0
"11273",0,0,0,0,0
"11277",1,1,1,1,0
"11279",1,0,0,0,0
"11281",0,0,0,0,0
"11282",1,1,1,1,0
"11283",1,1,1,1,0
"11284",1,1,0,1,0
"11285",0,0,0,0,0
"11293",0,0,0,0,0
"11294",0,0,0,0,0
"11298",0,0,0,0,0
"11300",0,0,0,0,0
"11301",0,0,0,0,0
"11304",0,0,0,0,0
"11306",0,0,0,0,0
"11307",0,0,0,0,0
"11309",0,0,0,0,0
"11310",0,0,0,0,0
"11314",0,0,0,0,0
"11315",0,0,0,0,0
"11316",0,0,0,0,0
"11317",0,0,0,0,0
"11318",0,0,0,0,0
"11319",0,0,0,0,0
"11323",0,0,0,0,0
"11326",1,1,1,1,0
"11328",0,0,0,0,0
"11329",0,0,0,0,0
"11333",0,0,0,0,0
"11334",0,0,0,0,0
"11335",1,1,1,1,0
"11338",0,0,0,0,0
"11340",0,0,0,0,0
"11341",0,0,0,0,0
"11342",0,0,0,0,0
"11343",0,0,0,0,0
"11344",0,0,0,0,0
"11349",0,0,0,0,0
"11351",0,0,0,0,0
"11354",1,1,1,1,0
"11355",0,0,0,0,0
"11357",0,0,0,0,0
"11358",0,0,0,0,0
"11360",0,0,0,0,0
"11361",0,0,0,0,0
"11364",0,0,0,0,0
"11366",0,0,0,0,0
"11367",1,1,1,1,0
"11369",0,1,1,1,0
"11371",0,0,0,0,0
"11372",0,0,0,0,0
"11373",1,1,1,1,0
"11376",0,0,0,0,0
"11378",0,0,0,0,0
"11379",0,0,0,0,0
"11380",0,0,0,0,0
"11381",0,0,0,0,0
"11383",0,0,0,0,0
"11384",0,0,0,0,0
"11386",0,0,0,0,0
"11387",0,0,0,0,0
"11388",0,0,0,0,0
"11390",0,0,0,0,0
"11391",0,0,0,0,0
"11392",0,0,0,0,0
"11393",0,0,0,0,0
"11394",0,0,0,0,0
"11396",1,0,0,0,0
"11397",1,1,1,0,0
"11398",0,0,0,0,0
"11399",1,1,1,1,0
"11400",0,0,0,0,0
"11401",0,0,0,0,0
"11404",0,0,0,0,0
"11405",0,0,0,0,0
"11410",0,0,0,0,0
"11411",0,0,0,0,0
"11412",0,0,0,0,0
"11416",1,1,1,1,0
"11420",0,0,0,0,0
"11422",0,0,0,1,0
"11425",0,0,0,0,0
"11426",0,0,0,0,0
"11427",0,0,0,0,0
"11429",0,0,0,0,0
"11430",0,0,0,0,0
"11431",0,0,0,0,0
"11433",0,0,0,0,0
"11434",0,0,0,0,0
"11436",0,0,0,0,0
"11437",0,0,0,0,0
"11444",0,0,0,0,0
"11445",1,0,1,0,0
"11447",1,1,0,1,0
"11449",0,0,0,0,0
"11450",0,0,0,0,0
"11457",0,0,0,0,0
"11458",1,1,1,1,0
"11465",0,0,0,0,0
"11466",0,0,0,0,0
"11467",0,0,0,0,0
"11469",1,1,1,1,0
"11471",0,0,0,0,0
"11474",0,0,0,0,0
"11475",0,0,0,0,0
"11478",0,0,0,0,0
"11480",1,0,1,0,0
"11486",0,0,0,0,0
"11490",0,0,0,0,0
"11492",1,1,1,1,0
"11496",0,0,0,0,0
"11497",0,0,0,0,0
"11499",0,0,0,0,0
"11500",0,0,0,0,0
"11501",0,0,0,0,0
"11502",0,0,0,0,0
"11503",0,0,0,0,0
"11509",0,0,0,0,0
"11512",0,0,0,0,0
"11513",0,0,0,0,0
"11515",1,0,0,0,0
"11517",0,0,0,0,0
"11519",0,0,0,0,0
"11523",0,0,0,0,0
"11525",1,1,1,1,0
"11526",0,0,0,0,0
"11527",0,0,0,0,0
"11529",1,1,1,1,0
"11530",0,0,0,0,0
"11531",0,0,0,0,0
"11535",0,0,0,0,0
"11536",0,0,0,0,0
"11538",0,0,0,0,0
"11540",0,0,0,0,0
"11541",0,0,0,0,0
"11544",0,0,0,0,0
"11545",0,0,0,0,0
"11547",0,0,0,0,0
"11548",1,1,1,1,0
"11551",0,0,0,0,0
"11552",1,1,1,1,0
"11556",0,0,0,0,0
"11557",0,0,0,0,0
"11558",0,0,0,0,0
"11559",0,0,0,0,0
"11564",0,0,0,0,0
"11566",0,0,0,0,0
"11567",0,0,0,0,0
"11568",0,0,0,0,0
"11569",0,0,0,0,0
"11570",0,0,0,0,0
"11571",0,0,0,0,0
"11573",0,0,0,0,0
"11575",0,0,0,0,0
"11577",1,0,0,0,0
"11579",0,0,0,0,0
"11580",0,0,0,0,0
"11581",0,0,0,0,0
"11582",0,0,0,0,0
"11583",1,1,1,1,0
"11585",0,0,0,0,0
"11586",0,0,0,0,0
"11588",0,0,0,0,0
"11589",0,0,0,0,0
"11591",0,0,0,0,0
"11592",0,0,0,0,0
"11594",0,0,0,0,0
"11595",0,0,0,0,0
"11598",0,0,0,0,0
"11603",0,0,0,0,0
"11605",1,1,1,1,0
"11606",0,0,0,0,0
"11611",0,0,0,0,0
"11613",0,0,0,0,0
"11615",0,0,0,0,0
"11617",0,0,0,0,0
"11621",1,0,0,0,0
"11622",0,0,0,0,0
"11623",0,0,0,0,0
"11626",0,0,0,0,0
"11627",0,0,0,0,0
"11629",0,0,0,0,0
"11630",0,0,0,0,0
"11631",0,0,0,0,0
"11633",0,0,0,0,0
"11634",0,0,0,0,0
"11636",0,0,0,0,0
"11639",0,0,0,0,0
"11640",0,0,0,0,0
"11642",0,0,0,0,0
"11643",0,0,0,0,0
"11644",0,0,0,0,0
"11645",0,0,0,0,0
"11647",0,0,0,0,0
"11649",0,0,0,0,0
"11650",0,0,0,0,0
"11651",0,0,0,0,0
"11653",0,0,0,0,0
"11654",0,0,0,0,0
"11656",0,0,0,0,0
"11659",0,0,0,0,0
"11660",0,0,0,0,0
"11661",0,0,0,0,0
"11662",0,0,0,0,0
"11663",0,0,0,0,0
"11665",0,0,0,0,0
"11670",0,0,0,0,0
"11671",0,0,0,0,0
"11672",0,0,0,0,0
"11673",0,0,0,0,0
"11677",1,1,1,1,0
"11679",0,0,0,0,0
"11680",1,1,1,1,0
"11683",1,1,1,1,0
"11686",0,0,0,0,0
"11687",0,0,0,0,0
"11689",0,0,0,0,0
"11690",0,0,0,0,0
"11694",0,0,0,0,0
"11696",0,0,0,0,0
"11697",0,1,1,1,0
"11698",0,0,0,0,0
"11699",0,0,0,0,0
"11705",0,0,0,0,0
"11707",0,0,0,0,0
"11708",0,0,0,0,0
"11709",1,1,1,1,0
"11713",0,0,0,0,0
"11714",0,0,0,0,0
"11715",0,0,0,0,0
"11716",0,0,0,0,0
"11720",0,0,0,0,0
"11723",0,0,0,0,0
"11724",0,0,0,0,0
"11725",1,0,0,0,0
"11729",0,0,0,0,0
"11732",0,0,0,0,0
"11734",0,0,0,0,0
"11735",0,0,0,0,0
"11736",0,0,0,0,0
"11737",0,0,0,0,0
"11738",0,0,0,0,0
"11739",0,0,0,0,0
"11741",0,0,0,0,0
"11743",0,0,0,0,0
"11744",0,0,0,0,0
"11745",0,0,0,0,0
"11746",0,0,0,0,0
"11747",0,0,0,0,0
"11748",0,0,0,0,0
"11752",0,0,0,0,0
"11753",0,0,0,0,0
"11756",0,0,0,0,0
"11758",0,0,0,0,0
"11759",0,0,0,0,0
"11760",0,0,0,0,0
"11761",0,0,0,0,0
"11763",0,0,0,0,0
"11764",0,0,0,0,0
"11765",0,0,0,0,0
"11766",0,0,0,0,0
"11768",0,0,0,0,0
"11769",0,0,0,0,0
"11770",0,0,0,0,0
"11771",1,0,0,0,0
"11772",0,0,0,0,0
"11773",0,0,0,0,0
"11775",0,0,0,0,0
"11777",0,0,0,0,0
"11778",0,0,0,0,0
"11779",0,0,0,0,0
"11780",0,0,0,0,0
"11783",0,0,0,0,0
"11786",0,0,0,0,0
"11787",0,0,0,0,0
"11789",0,0,0,0,0
"11795",1,0,0,0,0
"11801",1,1,0,1,0
"11802",1,1,1,1,0
"11803",0,0,0,0,0
"11806",1,1,1,1,0
"11808",0,0,0,0,0
"11809",0,0,0,0,0
"11813",1,1,1,1,0
"11814",0,0,0,0,0
"11815",0,0,0,0,0
"11816",0,0,0,0,0
"11817",0,0,0,0,0
"11821",1,1,1,1,0
"11822",0,0,0,0,0
"11823",1,1,1,1,0
"11824",1,1,1,1,0
"11826",0,0,0,0,0
"11827",1,1,1,0,0
"11828",0,0,0,0,0
"11829",1,1,1,1,0
"11830",0,0,0,0,0
"11832",1,1,1,1,0
"11833",0,0,0,0,0
"11834",0,0,0,0,0
"11835",0,0,0,0,0
"11836",0,0,0,0,0
"11838",0,0,0,0,0
"11839",1,1,1,1,0
"11842",1,1,1,1,0
"11844",1,1,1,1,0
"11845",1,1,1,1,0
"11846",0,0,0,0,0
"11847",0,0,0,0,0
"11848",1,1,1,1,0
"11851",0,0,0,0,0
"11852",0,0,0,0,0
"11854",1,1,1,1,0
"11855",0,0,0,0,0
"11858",1,1,1,1,0
"11859",0,0,0,0,0
"11860",0,0,0,0,0
"11862",0,0,0,0,0
"11863",0,0,0,0,0
"11864",0,0,0,0,0
"11867",1,1,1,1,0
"11869",0,0,0,0,0
"11870",1,1,1,1,0
"11871",0,0,0,0,0
"11876",0,1,1,1,0
"11877",0,0,0,0,0
"11878",0,0,0,0,0
"11879",0,0,0,0,0
"11882",0,0,0,0,0
"11884",0,0,0,0,0
"11885",0,0,0,0,0
"11886",0,0,0,0,0
"11887",0,0,0,0,0
"11889",0,0,0,0,0
"11890",0,0,0,0,0
"11891",0,0,0,0,0
"11892",0,0,1,0,0
"11893",1,1,1,1,0
"11895",0,0,0,0,0
"11896",0,0,0,0,0
"11897",0,0,0,0,0
"11898",0,0,0,0,0
"11899",0,0,0,0,0
"11901",0,0,0,0,0
"11902",0,0,1,0,0
"11903",0,0,0,0,0
"11907",0,0,0,0,0
"11908",0,0,0,0,0
"11910",0,0,0,0,0
"11911",1,1,1,1,0
"11912",0,0,0,0,0
"11914",0,0,0,0,0
"11917",1,0,0,0,0
"11922",0,0,0,0,0
"11925",0,0,0,0,0
"11929",0,0,0,0,0
"11930",0,0,0,0,0
"11931",0,0,0,0,0
"11941",0,0,0,0,0
"11942",0,0,0,0,0
"11944",0,0,0,0,0
"11945",0,0,0,0,0
"11947",0,0,0,0,0
"11951",0,0,0,0,0
"11953",0,0,1,0,0
"11955",0,0,0,0,0
"11956",0,0,0,0,0
"11959",0,0,0,0,0
"11963",0,0,0,0,0
"11964",0,0,0,0,0
"11965",0,0,0,0,0
"11966",1,1,1,1,0
"11968",0,0,0,0,0
"11969",0,0,0,0,0
"11970",0,0,0,0,0
"11971",0,0,0,0,0
"11972",1,0,0,0,0
"11974",0,0,0,0,0
"11975",0,0,0,0,0
"11976",0,0,0,0,0
"11978",0,1,1,1,0
"11979",1,1,1,0,0
"11980",0,0,0,0,0
"11981",0,0,0,0,0
"11985",0,0,0,0,0
"11986",0,0,0,0,0
"11987",0,0,0,0,0
"11988",0,0,0,0,0
"11990",0,0,0,0,0
"11991",0,0,0,0,0
"11994",0,0,0,0,0
"11995",0,0,0,0,0
"12001",0,0,0,0,0
"12002",0,1,1,0,0
"12003",0,0,0,0,0
"12004",0,0,0,0,0
"12007",0,0,0,0,0
"12008",0,0,0,0,0
"12009",0,0,0,0,0
"12010",0,0,0,0,0
"12011",0,0,0,0,0
"12013",0,0,0,0,0
"12016",0,0,0,0,0
"12019",0,0,0,0,0
"12020",0,0,0,0,0
"12024",0,0,0,0,0
"12025",0,0,0,0,0
"12026",1,1,1,1,0
"12027",0,0,0,0,0
"12032",0,0,0,0,0
"12033",0,0,0,0,0
"12035",0,0,0,0,0
"12037",0,0,0,0,0
"12041",0,0,0,0,0
"12042",0,0,0,0,0
"12048",0,0,0,0,0
"12051",0,1,1,0,0
"12052",0,0,0,0,0
"12053",0,0,0,0,0
"12054",0,0,0,0,0
"12059",0,0,0,0,0
"12060",0,0,0,0,0
"12062",0,0,0,0,0
"12063",0,0,0,0,0
"12064",0,0,0,0,0
"12065",0,0,0,0,0
"12066",0,0,0,0,0
"12069",0,0,0,0,0
"12074",0,0,0,0,0
"12075",0,0,0,0,0
"12078",0,0,0,0,0
"12079",0,0,0,0,0
"12081",0,0,0,0,0
"12083",1,1,1,1,0
"12084",0,0,0,0,0
"12086",0,0,0,1,0
"12088",0,0,0,0,0
"12093",0,0,0,0,0
"12095",0,0,0,0,0
"12096",0,0,0,0,0
"12097",0,0,0,0,0
"12099",0,0,0,0,0
"12102",0,0,0,0,0
"12104",0,0,0,1,0
"12108",0,0,0,0,0
"12112",0,0,0,0,0
"12113",0,0,0,0,0
"12114",0,0,0,0,0
"12115",0,0,0,0,0
"12119",0,0,0,0,0
"12120",0,0,0,0,0
"12122",0,0,0,0,0
"12124",0,0,0,0,0
"12125",0,0,0,0,0
"12127",0,0,0,0,0
"12128",0,0,0,0,0
"12132",0,0,0,0,0
"12136",0,0,0,0,0
"12139",1,1,1,1,0
"12141",0,0,0,0,0
"12142",1,1,1,1,0
"12143",0,0,0,0,0
"12144",0,0,0,0,0
"12145",0,0,0,0,0
"12147",1,1,1,1,0
"12148",0,0,0,0,0
"12152",1,1,0,1,0
"12154",0,0,0,0,0
"12157",0,0,0,0,0
"12160",0,0,0,0,0
"12162",0,0,0,0,0
"12163",0,0,0,0,0
"12167",1,1,1,1,0
"12168",1,1,1,1,0
"12169",0,0,0,0,0
"12171",0,0,0,0,0
"12172",0,0,0,0,0
"12175",0,0,0,0,0
"12176",0,0,0,0,0
"12178",0,0,0,0,0
"12179",0,0,0,0,0
"12180",0,0,0,0,0
"12182",0,0,0,0,0
"12184",1,0,1,0,0
"12186",0,0,0,0,0
"12187",0,0,0,0,0
"12188",0,0,0,0,0
"12189",0,0,0,0,0
"12191",0,0,0,0,0
"12193",0,1,1,1,0
"12194",0,0,0,0,0
"12196",0,0,0,0,0
"12197",0,0,0,0,0
"12199",0,0,0,0,0
"12200",0,0,0,0,0
"12201",0,0,0,0,0
"12202",1,1,1,1,0
"12206",0,0,0,0,0
"12209",0,0,0,0,0
"12210",0,0,0,0,0
"12213",1,1,1,1,0
"12214",1,1,1,1,0
"12216",0,0,0,0,0
"12219",0,0,0,0,0
"12221",0,0,1,1,0
"12222",0,0,0,0,0
"12224",0,0,0,0,0
"12227",0,0,0,0,0
"12229",0,0,0,0,0
"12233",0,0,0,0,0
"12234",0,0,0,0,0
"12235",0,0,0,0,0
"12236",0,0,0,0,0
"12237",0,0,0,0,0
"12238",0,0,0,0,0
"12240",0,0,0,0,0
"12244",0,0,0,0,0
"12245",0,0,0,0,0
