"","yHat.sdefault","yHat.sauc1","yHat.sauc2","yHat.sauc3","yActual"
"72810",1,1,0,0,1
"72811",1,1,1,1,1
"72812",1,1,1,1,1
"72813",1,1,1,1,1
"72815",1,1,1,1,1
"72816",1,1,1,1,1
"72822",0,0,0,0,1
"72823",1,1,1,1,1
"72824",0,0,0,0,1
"72825",0,1,1,0,1
"72826",0,0,0,0,1
"72827",1,1,1,1,1
"72828",1,1,1,1,1
"72829",1,1,1,1,1
"72833",1,1,0,0,1
"72836",1,1,1,1,1
"72839",1,1,1,1,1
"72840",1,1,1,1,1
"72841",0,0,0,0,1
"72843",1,1,1,1,1
"72844",1,1,1,1,1
"72845",1,1,1,1,1
"72846",1,1,1,1,1
"72848",1,1,1,1,1
"72853",0,0,0,0,1
"72856",0,0,0,0,1
"72859",0,0,0,0,1
"72861",1,1,1,1,1
"72862",1,1,1,1,1
"72863",1,1,1,1,1
"72866",1,1,1,1,1
"72869",1,1,1,1,1
"72872",0,0,0,0,1
"72876",0,0,0,0,1
"72880",1,1,1,1,1
"72881",1,1,1,1,1
"72885",0,0,0,0,1
"72886",1,1,1,1,1
"72887",0,0,0,0,1
"72888",1,1,1,1,1
"72889",0,0,0,0,1
"72892",1,1,1,1,1
"72894",1,1,1,1,1
"72898",1,0,1,1,1
"72899",0,0,0,0,1
"72901",0,0,0,0,1
"72903",1,1,1,1,1
"72904",1,1,1,1,1
"72905",0,0,0,0,1
"72906",0,0,0,0,1
"72910",1,1,1,1,1
"72912",0,0,0,0,1
"72918",0,0,0,0,1
"72922",0,0,0,0,1
"72923",1,1,1,1,1
"72925",1,1,1,1,1
"72926",0,0,1,0,1
"72930",0,0,0,0,1
"72931",1,1,1,1,1
"72933",0,0,0,0,1
"72937",1,1,1,1,1
"72941",1,1,1,1,1
"72943",1,0,0,0,1
"72944",0,0,0,0,1
"72946",0,0,0,0,1
"72947",0,0,0,0,1
"72948",1,1,1,1,1
"72949",0,0,0,0,1
"72950",1,0,0,0,1
"72954",1,1,1,1,1
"72962",1,1,1,1,1
"72963",1,1,1,1,1
"72971",1,1,1,1,1
"72973",1,1,1,1,1
"72975",1,1,1,1,1
"72976",1,1,1,1,1
"72977",1,1,0,1,1
"72979",0,0,0,0,1
"72982",0,0,0,0,1
"72983",1,1,1,1,1
"72987",1,1,1,1,1
"72992",1,1,1,1,1
"72994",1,1,1,1,1
"72996",1,1,1,1,1
"72997",1,1,1,0,1
"73000",1,1,1,1,1
"73002",0,0,0,0,1
"73003",0,0,0,0,1
"73004",1,1,1,1,1
"73005",0,0,1,0,1
"73006",1,1,1,1,1
"73008",1,1,1,1,1
"73010",1,1,1,1,1
"73011",0,0,0,0,1
"73012",1,1,1,1,1
"73013",0,0,0,0,1
"73016",1,1,1,1,1
"73017",1,1,1,1,1
"73019",0,0,0,0,1
"73020",1,1,1,1,1
"73022",1,1,1,1,1
"73023",1,1,1,1,1
"73030",1,1,1,1,1
"73031",0,0,0,0,1
"73032",1,1,1,1,1
"73033",0,0,0,0,1
"73036",1,1,1,1,1
"73038",1,1,1,1,1
"73040",1,1,1,1,1
"73042",1,1,1,1,1
"73045",0,0,0,0,1
"73046",1,1,1,1,1
"73047",1,1,1,1,1
"73048",1,1,1,1,1
"73049",0,0,0,0,1
"73053",0,0,0,0,1
"73056",1,1,1,1,1
"73057",0,0,0,0,1
"73058",1,1,1,1,1
"73061",1,1,1,1,1
"73064",0,0,0,0,1
"73066",1,1,1,1,1
"73071",1,1,1,1,1
"73072",0,0,0,0,1
"73074",0,0,0,0,1
"73076",0,0,0,0,1
"73079",0,0,0,0,1
"73082",1,0,0,0,1
"73083",1,1,1,1,1
"73085",0,0,0,0,1
"73086",1,1,1,1,1
"73087",1,1,1,1,1
"73088",1,1,1,1,1
"73091",0,0,0,0,1
"73092",1,1,1,1,1
"73094",1,1,1,1,1
"73095",0,0,0,0,1
"73100",1,1,1,1,1
"73101",1,1,1,1,1
"73102",1,1,1,1,1
"73103",1,1,1,1,1
"73105",1,1,1,1,1
"73106",1,1,1,1,1
"73107",1,1,1,1,1
"73108",1,1,1,1,1
"73111",0,0,1,0,1
"73113",1,1,1,1,1
"73114",1,1,1,1,1
"73115",0,0,0,0,1
"73116",1,1,1,1,1
"73118",1,1,1,1,1
"73121",1,1,1,1,1
"73128",1,1,0,1,1
"73135",1,1,1,1,1
"73137",0,0,0,0,1
"73139",1,1,1,1,1
"73141",1,1,1,1,1
"73145",1,1,1,1,1
"73148",1,1,1,1,1
"73149",1,1,1,1,1
"73153",1,1,1,1,1
"73154",1,0,1,1,1
"73155",0,0,0,0,1
"73156",1,1,1,1,1
"73162",0,0,0,0,1
"73163",1,1,1,1,1
"73164",1,0,0,0,1
"73165",0,0,0,0,1
"73168",1,1,1,1,1
"73169",1,1,1,1,1
"73171",0,0,0,0,1
"73172",1,1,1,1,1
"73173",1,1,1,1,1
"73177",1,1,1,1,1
"73178",1,1,1,1,1
"73181",0,0,0,0,1
"73182",1,1,1,1,1
"73185",1,1,1,1,1
"73190",0,0,0,0,1
"73191",1,1,1,1,1
"73196",1,1,1,1,1
"73198",1,1,1,1,1
"73199",0,1,1,1,1
"73206",1,1,1,1,1
"73208",1,1,1,1,1
"73214",1,1,1,1,1
"73216",1,1,1,1,1
"73218",0,0,0,0,1
"73219",0,0,0,0,1
"73223",0,0,0,0,1
"73225",1,0,1,1,1
"73229",1,1,1,1,1
"73231",1,1,1,1,1
"73232",1,1,1,1,1
"73233",1,1,1,1,1
"73235",1,1,1,1,1
"73238",1,1,1,1,1
"73239",0,0,0,0,1
"73241",1,1,1,1,1
"73245",1,0,0,0,1
"73246",1,1,1,1,1
"73247",1,1,1,1,1
"73248",0,0,0,0,1
"73249",1,1,1,1,1
"73250",0,0,0,0,1
"73253",1,1,1,1,1
"73254",0,0,0,0,1
"73258",1,1,1,1,1
"73260",1,1,1,1,1
"73262",1,1,1,1,1
"73265",0,0,0,0,1
"73267",0,0,0,0,1
"73268",1,1,1,1,1
"73271",0,0,0,0,1
"73274",0,0,0,0,1
"73278",0,0,0,0,1
"73281",1,1,1,1,1
"73282",1,1,1,1,1
"73283",1,1,1,1,1
"73286",1,1,1,1,1
"73287",1,1,1,1,1
"73289",1,1,1,1,1
"73293",1,1,1,1,1
"73294",1,1,1,1,1
"73298",1,1,1,1,1
"73299",0,0,0,0,1
"73301",1,1,1,1,1
"73303",0,0,0,0,1
"73304",1,1,1,1,1
"73305",1,1,1,1,1
"73307",0,0,0,0,1
"73309",0,0,0,0,1
"73310",1,1,1,1,1
"73311",1,1,1,1,1
"73313",1,1,1,1,1
"73315",0,0,0,0,1
"73316",0,0,0,0,1
"73317",0,0,0,0,1
"73318",0,0,0,0,1
"73321",1,1,1,1,1
"73322",0,0,0,0,1
"73325",1,1,1,1,1
"73326",0,0,0,0,1
"73329",1,1,1,1,1
"73330",1,1,1,1,1
"73331",1,1,1,1,1
"73332",1,1,1,1,1
"73333",1,1,0,1,1
"73334",1,1,1,1,1
"73335",1,1,1,1,1
"73336",1,1,1,1,1
"73338",0,0,0,0,1
"73343",1,1,1,1,1
"73345",1,1,1,1,1
"73347",0,0,0,0,1
"73349",0,1,1,1,1
"73350",0,1,1,1,1
"73351",0,0,0,0,1
"73354",1,1,1,1,1
"73355",1,1,1,1,1
"73356",1,1,1,1,1
"73357",1,1,1,1,1
"73358",0,0,0,0,1
"73359",1,1,1,1,1
"73360",1,1,1,1,1
"73361",0,0,0,0,1
"73363",1,1,1,1,1
"73364",1,1,1,1,1
"73365",1,1,1,1,1
"73366",0,0,0,0,1
"73369",1,1,1,1,1
"73370",1,1,1,0,1
"73371",1,1,1,1,1
"73374",1,1,1,1,1
"73375",1,1,1,1,1
"73377",0,0,0,0,1
"73378",1,1,1,1,1
"73382",1,1,1,1,1
"73383",1,1,1,1,1
"73387",0,0,0,0,1
"73389",1,1,1,1,1
"73391",1,1,0,0,1
"73395",0,0,0,0,1
"73404",0,0,0,0,1
"73405",0,0,0,0,1
"73408",0,0,0,0,1
"73410",1,1,1,1,1
"73411",1,1,1,1,1
"73412",1,1,1,1,1
"73413",0,0,0,0,1
"73414",1,1,1,1,1
"73415",0,0,0,0,1
"73416",0,0,0,0,1
"73418",0,1,1,1,1
"73419",0,0,0,0,1
"73420",1,1,1,1,1
"73426",1,1,1,1,1
"73428",0,0,0,0,1
"73429",1,1,1,1,1
"73430",1,1,1,1,1
"73437",1,1,1,1,1
"73438",0,0,0,0,1
"73439",0,0,0,0,1
"73440",1,1,1,1,1
"73442",1,1,1,1,1
"73443",1,1,1,1,1
"73444",0,0,0,0,1
"73445",0,0,0,0,1
"73449",1,1,1,1,1
"73450",0,0,0,0,1
"73454",0,0,0,0,1
"73455",1,1,1,1,1
"73457",0,0,0,0,1
"73459",0,0,0,0,1
"73460",1,1,1,1,1
"73461",0,0,0,0,1
"73463",1,1,1,1,1
"73471",0,0,0,0,1
"73473",1,1,1,1,1
"73474",1,1,1,1,1
"73475",0,0,0,0,1
"73479",1,1,1,1,1
"73481",1,1,0,1,1
"73484",0,0,0,0,1
"73485",0,0,0,0,1
"73489",1,1,1,1,1
"73490",1,1,1,1,1
"73493",0,0,0,0,1
"73494",1,1,1,1,1
"73495",0,0,0,0,1
"73497",0,0,0,0,1
"73498",0,0,0,0,1
"73499",1,1,1,1,1
"73500",0,0,0,0,1
"73501",1,1,1,1,1
"73503",1,1,1,1,1
"73506",0,0,0,0,1
"73509",0,0,0,0,1
"73511",1,1,1,1,1
"73512",0,1,1,0,1
"73514",0,0,0,0,1
"73520",1,1,1,1,1
"73523",0,0,0,0,1
"73524",1,1,1,1,1
"73526",1,1,1,1,1
"73527",1,1,1,1,1
"73530",1,1,1,1,1
"73531",0,0,0,0,1
"73534",0,0,0,0,1
"73535",1,1,1,1,1
"73536",1,1,1,1,1
"73538",1,1,1,1,1
"73539",0,0,0,0,1
"73540",1,1,1,1,1
"73543",0,0,0,0,1
"73544",1,1,0,1,1
"73545",1,1,1,1,1
"73546",1,1,1,1,1
"73548",1,1,1,1,1
"73549",1,1,1,1,1
"73554",1,1,1,1,1
"73555",0,0,0,0,1
"73556",1,1,1,1,1
"73557",0,0,0,0,1
"73560",1,1,1,1,1
"73564",0,0,0,0,1
"73566",1,1,1,1,1
"73569",1,1,1,1,1
"73570",1,1,1,1,1
"73574",1,1,1,1,1
"73576",1,1,1,0,1
"73577",1,1,1,1,1
"73578",0,0,0,0,1
"73579",1,1,1,1,1
"73582",1,1,1,1,1
"73583",0,0,0,0,1
"73585",0,0,0,0,1
"73586",1,1,1,1,1
"73587",1,1,1,1,1
"73590",1,1,1,1,1
"73592",0,0,0,0,1
"73595",1,1,1,1,1
"73596",0,0,0,0,1
"73597",0,0,0,0,1
"73599",0,0,0,0,1
"73600",1,1,1,1,1
"73601",0,1,1,1,1
"73604",0,0,0,0,1
"73605",1,1,1,1,1
"73606",1,1,1,1,1
"73607",0,0,0,0,1
"73608",1,0,0,0,1
"73610",1,1,1,1,1
"73611",1,1,1,1,1
"73612",1,1,1,1,1
"73613",1,1,1,1,1
"73614",1,1,1,1,1
"73617",1,1,1,1,1
"73619",1,1,1,1,1
"73621",0,0,0,0,1
"73622",1,1,1,1,1
"73623",1,1,1,1,1
"73625",0,0,0,0,1
"73626",0,0,0,0,1
"73628",1,1,1,1,1
"73633",1,1,1,1,1
"73634",0,0,0,0,1
"73635",1,1,1,1,1
"73639",1,1,1,1,1
"73641",1,1,1,1,1
"73642",1,1,1,1,1
"73645",0,1,1,1,1
"73646",1,1,0,1,1
"73647",1,1,1,1,1
"73648",0,0,0,0,1
"73649",1,1,1,1,1
"73650",1,1,1,1,1
"73651",0,0,0,0,1
"73652",0,0,0,0,1
"73653",0,0,0,0,1
"73655",0,0,0,0,1
"73659",1,1,1,1,1
"73660",1,1,1,1,1
"73661",1,1,1,1,1
"73662",1,1,1,1,1
"73663",0,0,0,0,1
"73664",0,0,0,0,1
"73665",0,0,0,0,1
"73666",1,1,1,1,1
"73667",1,1,1,1,1
"73672",1,1,1,1,1
"73673",1,1,1,1,1
"73674",0,0,0,0,1
"73675",1,1,1,1,1
"73676",0,0,0,0,1
"73677",1,1,1,1,1
"73680",0,0,0,0,1
"73681",1,1,0,1,1
"73682",1,1,1,1,1
"73684",1,1,1,1,1
"73686",1,1,1,1,1
"73689",1,1,1,1,1
"73691",1,1,1,1,1
"73692",1,1,1,1,1
"73693",0,0,0,0,1
"73694",0,0,1,0,1
"73695",1,1,1,1,1
"73697",1,1,1,1,1
"73699",0,0,0,0,1
"73701",1,1,1,1,1
"73705",1,1,1,1,1
"73710",0,0,0,0,1
"73712",0,0,0,0,1
"73714",1,1,1,1,1
"73716",1,1,1,1,1
"73717",1,1,1,1,1
"73718",1,1,0,1,1
"73719",1,1,1,1,1
"73721",1,0,0,0,1
"73722",1,1,1,1,1
"73727",1,1,1,1,1
"73729",0,0,0,0,1
"73734",1,1,1,1,1
"73737",1,1,1,1,1
"73738",1,1,1,1,1
"73739",0,0,0,0,1
"73741",0,0,0,0,1
"73742",0,0,0,0,1
"73744",0,0,0,0,1
"73746",1,1,1,1,1
"73748",1,1,1,1,1
"73754",1,1,1,1,1
"73755",0,0,0,0,1
"73757",0,0,0,0,1
"73758",0,0,0,0,1
"73759",1,1,1,1,1
"73761",1,1,1,1,1
"73765",1,0,0,0,1
"73767",1,1,1,1,1
"73770",1,1,1,1,1
"73771",1,1,1,1,1
"73772",0,0,0,0,1
"73773",1,1,1,1,1
"73774",1,1,1,1,1
"73775",1,1,1,1,1
"73778",0,0,0,0,1
"73779",1,1,1,1,1
"73782",0,0,0,0,1
"73783",0,0,0,0,1
"73785",1,1,1,1,1
"73787",1,1,1,1,1
"73790",1,1,1,1,1
"73791",0,0,0,0,1
"73794",1,1,1,1,1
"73795",1,1,1,1,1
"73796",1,1,1,1,1
"73798",0,0,0,0,1
"73804",1,1,1,1,1
"73805",1,1,1,1,1
"73806",0,0,0,0,1
"73808",1,1,1,1,1
"73809",0,0,0,0,1
"73811",1,1,1,1,1
"73814",1,1,0,1,1
"73815",0,0,0,0,1
"73816",0,0,0,0,1
"73821",1,1,1,1,1
"73822",1,1,1,1,1
"73823",1,1,1,1,1
"73825",1,1,1,1,1
"73827",0,0,0,0,1
"73828",1,1,1,1,1
"73830",1,1,1,1,1
"73832",1,1,1,1,1
"73835",1,1,1,1,1
"73838",1,1,1,1,1
"73839",1,1,1,1,1
"73842",1,1,1,1,1
"73843",1,1,1,1,1
"73844",0,0,0,0,1
"73845",1,1,1,1,1
"73849",0,0,0,0,1
"73850",1,1,1,1,1
"73852",1,1,1,1,1
"73853",1,0,0,0,1
"73854",0,0,0,0,1
"73855",1,1,1,1,1
"73856",0,0,0,0,1
"73857",0,0,0,0,1
"73863",1,1,1,1,1
"73864",0,0,0,0,1
"73866",0,0,0,0,1
"73868",1,1,1,1,1
"73869",1,1,1,1,1
"73870",0,0,0,0,1
"73871",1,1,1,1,1
"73874",1,1,1,1,1
"73876",1,1,1,1,1
"73877",1,1,1,1,1
"73881",1,0,1,1,1
"73883",1,1,1,1,1
"73884",0,0,0,0,1
"73885",0,0,0,0,1
"73887",1,1,1,1,1
"73891",1,1,1,1,1
"73892",1,1,1,1,1
"73893",0,0,0,0,1
"73894",0,0,0,0,1
"73897",0,1,1,1,1
"73898",0,0,0,0,1
"73899",1,1,1,1,1
"73901",1,1,1,1,1
"73902",1,1,1,1,1
"73909",1,1,1,1,1
"73910",0,0,0,0,1
"73913",1,1,1,1,1
"73914",1,0,1,0,1
"73917",0,0,0,0,1
"73919",0,0,0,0,1
"73920",1,0,0,0,1
"73925",1,1,1,1,1
"73927",1,1,0,1,1
"73928",0,0,0,0,1
"73929",1,1,1,1,1
"73931",0,1,0,1,1
"73933",1,1,1,1,1
"73935",0,0,0,0,1
"73936",1,1,1,1,1
"73937",1,1,1,1,1
"73938",1,1,1,1,1
"73941",0,0,0,0,1
"73942",1,1,1,1,1
"73943",1,1,1,1,1
"73944",1,1,1,1,1
"73947",0,0,0,0,1
"73949",1,1,1,1,1
"73950",1,1,1,1,1
"73951",1,1,1,1,1
"73952",0,0,1,0,1
"73953",1,1,0,1,1
"73954",1,1,1,1,1
"73959",1,1,1,1,1
"73960",1,1,1,1,1
"73962",1,1,1,1,1
"73966",1,1,1,1,1
"73968",0,0,0,0,1
"73970",0,0,0,0,1
"73972",1,1,1,1,1
"73977",0,0,0,0,1
"73978",1,1,1,1,1
"73980",1,1,1,1,1
"73981",0,0,0,0,1
"73982",1,1,1,1,1
"73985",1,1,1,1,1
"73986",1,1,1,1,1
"73989",0,0,0,0,1
"73990",1,1,1,1,1
"73992",0,0,0,0,1
"73994",1,1,1,1,1
"73996",1,1,1,1,1
"73997",0,0,0,0,1
"73998",1,1,1,1,1
"73999",1,1,1,1,1
"74000",1,1,1,1,1
"74002",1,1,1,1,1
"74004",1,1,1,1,1
"74007",1,1,1,1,1
"74010",1,1,1,1,1
"74011",1,1,1,1,1
"74012",1,1,1,1,1
"74013",1,1,1,1,1
"74015",1,1,1,1,1
"74018",1,0,1,1,1
"74020",1,1,1,1,1
"74023",1,1,1,1,1
"74026",0,0,0,0,1
"74027",0,0,0,0,1
"74028",1,1,1,1,1
"74031",1,1,1,1,1
"74032",0,0,0,0,1
"74035",1,1,1,1,1
"74039",0,0,0,0,1
"74040",1,1,1,1,1
"74043",0,0,0,0,1
"74044",0,0,0,0,1
"74045",0,0,1,0,1
"74046",1,1,1,1,1
"74048",0,0,0,0,1
"74049",1,1,1,1,1
"74050",1,1,1,1,1
"74052",0,0,0,0,1
"74053",0,0,0,0,1
"74055",1,1,1,1,1
"74056",1,1,0,1,1
"74057",1,1,1,1,1
"74058",1,1,1,1,1
"74059",1,1,1,1,1
"74060",0,0,0,0,1
"74061",1,1,1,1,1
"74063",1,1,0,1,1
"74067",0,1,1,0,1
"74069",1,1,1,1,1
"74070",0,0,0,0,1
"74071",1,1,1,1,1
"74074",1,1,1,1,1
"74075",1,1,1,1,1
"74076",0,0,0,0,1
"74078",1,1,1,1,1
"74079",1,0,0,1,1
"74080",1,1,1,1,1
"74084",0,0,0,0,1
"74085",1,1,1,1,1
"74086",1,1,1,1,1
"74088",1,0,1,1,1
"74092",0,0,1,0,1
"74096",0,0,0,0,1
"74097",0,0,0,0,1
"74099",1,1,1,1,1
"74100",1,1,1,1,1
"74101",1,1,1,1,1
"74102",0,0,0,0,1
"74103",0,0,0,0,1
"74104",1,1,0,1,1
"74109",0,0,0,0,1
"74110",0,0,0,0,1
"74111",1,1,1,1,1
"74113",1,1,1,1,1
"74114",0,0,0,0,1
"74121",0,0,0,0,1
"74124",1,1,1,1,1
"74125",0,0,0,0,1
"74126",1,1,1,1,1
"74127",1,1,1,1,1
"74128",1,1,1,1,1
"74130",1,1,1,1,1
"74131",1,1,1,1,1
"74132",0,0,0,0,1
"74133",1,1,1,1,1
"74135",1,1,1,1,1
"74137",0,0,0,0,1
"74138",1,1,1,1,1
"74140",0,1,1,0,1
"74142",1,1,1,0,1
"74147",1,1,1,1,1
"74150",1,1,1,1,1
"74153",1,1,1,1,1
"74154",0,0,0,0,1
"74155",0,0,0,0,1
"74156",1,1,1,1,1
"74157",0,0,0,0,1
"74159",1,1,1,1,1
"74162",0,0,0,0,1
"74163",0,0,0,0,1
"74167",1,1,1,1,1
"74168",1,1,1,1,1
"74170",1,1,1,1,1
"74175",0,0,0,0,1
"74177",1,1,1,1,1
"74181",0,0,0,0,1
"74182",1,1,1,1,1
"74184",0,0,0,0,1
"74185",1,1,1,1,1
"74186",0,0,0,0,1
"74188",1,1,1,1,1
"74189",0,0,0,0,1
"74190",1,1,1,1,1
"74191",1,1,1,1,1
"74193",1,1,1,1,1
"74197",1,1,1,1,1
"74198",1,1,1,1,1
"74200",1,1,1,1,1
"74202",1,1,1,1,1
"74203",1,1,1,1,1
"74204",0,0,0,0,1
"74205",1,1,1,1,1
"74206",1,1,1,1,1
"74208",0,0,0,0,1
"74209",1,1,1,1,1
"74210",1,1,1,1,1
"74211",1,1,1,1,1
"74217",0,0,0,0,1
"74218",1,1,1,1,1
"74219",0,0,0,0,1
"74221",0,0,0,0,1
"74222",0,0,0,0,1
"74228",1,1,1,1,1
"74229",0,0,0,0,1
"74232",0,0,0,0,1
"74237",1,1,1,1,1
"74247",0,0,0,0,1
"74248",1,1,1,1,1
"74249",0,0,0,0,1
"74250",1,1,1,1,1
"74251",0,0,1,0,1
"74253",1,1,1,1,1
"74256",0,0,0,0,1
"74258",1,1,1,1,1
"74260",0,0,0,0,1
"74261",1,1,1,1,1
"74262",1,0,0,0,1
"74264",1,1,1,1,1
"74270",0,0,0,0,1
"74271",1,1,1,1,1
"74272",1,1,1,1,1
"74273",1,1,1,1,1
"74274",1,1,1,1,1
"74276",1,1,1,1,1
"74277",1,1,1,1,1
"74278",1,1,1,1,1
"74286",1,1,1,1,1
"74288",1,1,1,1,1
"74291",0,0,0,0,1
"74295",1,1,1,1,1
"74298",0,0,0,0,1
"74299",1,1,1,1,1
"74304",0,0,0,0,1
"74306",1,1,1,1,1
"74310",1,1,1,1,1
"74311",0,0,0,0,1
"74313",0,0,0,0,1
"74314",0,0,0,0,1
"74315",1,1,1,1,1
"74316",1,1,1,1,1
"74318",1,1,1,1,1
"74321",0,0,0,0,1
"74322",0,0,0,0,1
"74324",1,1,1,1,1
"74325",1,1,1,1,1
"74328",0,0,0,0,1
"74329",1,1,1,1,1
"74330",1,1,1,1,1
"74331",1,1,1,1,1
"74334",0,0,0,0,1
"74335",0,0,0,0,1
"74336",0,1,1,0,1
"74338",1,1,1,1,1
"74339",1,1,1,1,1
"74341",0,0,0,0,1
"74347",1,1,1,1,1
"74348",0,0,0,0,1
"74349",1,1,0,1,1
"74351",1,1,1,1,1
"74353",0,0,0,0,1
"74355",0,0,0,0,1
"74361",1,1,1,1,1
"74362",0,0,0,0,1
"74364",1,1,1,1,1
"74365",0,0,0,0,1
"74367",1,1,1,1,1
"74370",0,0,0,0,1
"74371",1,1,1,1,1
"74372",1,1,1,1,1
"74374",1,1,1,1,1
"74377",1,1,1,1,1
"74378",0,0,0,0,1
"74383",1,1,1,1,1
"74384",1,1,1,1,1
"74385",0,0,0,0,1
"74386",1,1,1,1,1
"74388",1,1,1,1,1
"74390",0,0,0,0,1
"74392",1,1,1,1,1
"74395",1,1,1,1,1
"74397",0,0,1,0,1
"74399",0,0,0,0,1
"74400",0,0,0,0,1
"74403",1,1,1,1,1
"74405",0,0,0,1,1
"74406",1,1,1,1,1
"74409",0,0,0,0,1
"74411",1,1,1,1,1
"74413",0,0,0,0,1
"74414",1,1,1,1,1
"74416",1,1,1,1,1
"74418",1,1,1,1,1
"74419",0,0,0,0,1
"74420",0,0,0,0,1
"74421",1,1,1,1,1
"74422",0,0,0,0,1
"74423",1,1,1,1,1
"74425",0,1,1,1,1
"74429",0,0,0,0,1
"74430",0,0,0,0,1
"74433",1,1,1,1,1
"74434",1,1,1,1,1
"74436",1,1,1,1,1
"74437",1,1,1,1,1
"74440",0,0,0,0,1
"74441",1,1,1,1,1
"74443",0,0,0,0,1
"74444",1,1,1,1,1
"74445",0,0,0,0,1
"74448",1,1,1,1,1
"74449",1,1,1,1,1
"74454",1,1,1,1,1
"74455",1,1,1,1,1
"74459",1,1,1,1,1
"74465",1,1,1,1,1
"74470",0,0,0,0,1
"74471",1,1,1,1,1
"74472",1,1,1,1,1
"74474",1,1,1,1,1
"74475",1,1,1,1,1
"74476",1,1,1,1,1
"74477",1,1,1,1,1
"74478",1,1,1,1,1
"74479",1,1,1,1,1
"74484",1,1,1,1,1
"74485",1,1,1,1,1
"74486",0,0,0,0,1
"74489",0,0,0,0,1
"74491",1,1,1,1,1
"74493",0,0,0,0,1
"74494",0,0,0,0,1
"74495",0,1,1,0,1
"74496",1,1,1,1,1
"74497",1,1,1,1,1
"74498",1,1,1,1,1
"74500",1,1,1,1,1
"74501",1,1,1,1,1
"74504",1,1,1,1,1
"74507",1,1,1,1,1
"74508",0,0,0,0,1
"74510",0,0,0,0,1
"74511",0,0,0,0,1
"74512",0,0,0,0,1
"74514",0,0,0,0,1
"74515",0,0,0,0,1
"74516",1,1,1,1,1
"74519",0,0,0,0,1
"74521",0,0,0,0,1
"74522",1,1,1,1,1
"74523",1,1,1,1,1
"74528",1,1,1,1,1
"74530",0,0,0,0,1
"74532",0,0,0,0,1
"74534",1,1,1,1,1
"74535",1,1,1,1,1
"74536",1,1,1,1,1
"74538",1,1,1,1,1
"74539",1,1,1,1,1
"74540",1,1,1,1,1
"74541",1,1,1,1,1
"74542",1,1,1,1,1
"74544",0,0,0,0,1
"74546",0,0,0,0,1
"74549",1,1,1,1,1
"74550",1,1,1,1,1
"74551",1,1,1,1,1
"74552",1,1,1,1,1
"74553",0,0,0,0,1
"74555",1,1,1,1,1
"74556",1,1,1,1,1
"74557",1,1,1,1,1
"74559",1,1,1,1,1
"74562",1,1,1,1,1
"74565",1,1,1,1,1
"74568",1,1,1,1,1
"74569",1,1,1,1,1
"74570",0,0,0,0,1
"74572",1,1,1,1,1
"74573",1,1,1,1,1
"74576",0,0,0,0,1
"74579",1,1,1,1,1
"74582",0,0,0,0,1
"74585",1,1,1,1,1
"74586",1,1,1,1,1
"74589",0,0,0,0,1
"74590",1,1,1,1,1
"74591",1,1,1,1,1
"74592",1,1,1,1,1
"74595",1,1,1,1,1
"74597",1,1,1,1,1
"74600",0,0,0,0,1
"74603",1,1,1,1,1
"74604",1,1,1,1,1
"74605",1,1,1,1,1
"74607",1,1,1,1,1
"74610",0,0,0,0,1
"74614",0,0,0,0,1
"74615",1,1,1,1,1
"74616",1,1,1,1,1
"74617",1,1,1,1,1
"74618",1,1,1,1,1
"74619",0,0,0,0,1
"74624",0,0,0,0,1
"74625",0,0,0,0,1
"74626",0,0,0,0,1
"74629",1,1,1,1,1
"74632",0,0,0,0,1
"74633",0,0,0,0,1
"74634",0,0,1,0,1
"74635",1,1,1,1,1
"74641",1,1,1,1,1
"74642",0,0,0,0,1
"74643",0,0,0,0,1
"74645",1,1,1,1,1
"74646",1,1,1,1,1
"74648",0,0,0,0,1
"74650",1,1,1,1,1
"74651",1,1,1,1,1
"74653",1,1,0,1,1
"74654",1,1,1,1,1
"74657",0,0,0,0,1
"74659",1,1,1,1,1
"74660",1,1,1,1,1
"74662",1,1,1,1,1
"74666",1,1,1,1,1
"74669",1,1,1,1,1
"74671",0,0,0,0,1
"74674",1,1,1,1,1
"74677",1,1,1,1,1
"74679",0,0,0,0,1
"74680",0,0,0,0,1
"74681",0,0,0,0,1
"74682",0,0,0,0,1
"74700",0,0,0,0,1
"74704",1,1,1,1,1
"74706",1,1,1,1,1
"74707",0,0,0,0,1
"74708",0,0,0,0,1
"74711",0,0,0,0,1
"74712",0,0,0,0,1
"74713",1,1,1,1,1
"74715",0,0,0,0,1
"74717",1,1,1,1,1
"74722",1,1,1,1,1
"74723",1,1,1,1,1
"74726",1,1,1,1,1
"74728",1,1,1,1,1
"74731",0,0,0,0,1
"74732",0,0,0,0,1
"74734",1,1,1,1,1
"74735",1,1,1,1,1
"74742",1,1,1,1,1
"74744",0,0,0,0,1
"74745",1,1,1,1,1
"74746",1,1,1,1,1
"74750",1,1,1,1,1
"74752",1,1,1,1,1
"74755",1,1,1,1,1
"74756",1,1,1,1,1
"74758",1,1,1,1,1
"74759",1,1,1,1,1
"74761",0,0,0,0,1
"74764",0,0,0,0,1
"74767",1,1,1,1,1
"74769",1,0,1,1,1
"74773",1,1,1,1,1
"74774",1,1,1,1,1
"74776",0,0,0,0,1
"74777",1,0,0,0,1
"74779",0,0,0,0,1
"74780",0,0,0,0,1
"74781",1,1,1,1,1
"74782",1,1,1,1,1
